,body,bert,hate,target
14528,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14529,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
14530,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14531,يوه يانجود لا تحرجيني تكفين ☺️,0,0,0
14532,Fuck you. You get off of Parlor!,1,1,0
14533,I just about spit my drink out when I saw what was on the bag. 🤣🤣🤣,0,-1,0
14534,"OMG. You must have attended the AOC Boston University school of Economics. 😂🤣😆😅. Let’s see if I can sort you out... Total deaths per global population ==> 700k/7.8B =0.00008974% Total US Deaths per global population (same denominator) ==> 170k/7.8B = 0.00002479% 
Yes, 0.00002479 is less than 0.00008974. Statistics lesson OVER!",0,0,0
14535,@Wellitscometothis My bad! He is one of the Dumb-Ass Club ring leaders!! But we have had so many dumb ass Governors it’s hard to keep up!,1,0,0
14536,"With the current corrupt and/or spineless Republicans in charge there, they can easily stick to the same plan.",1,0,0
14537,Thank you Garrett & Standup Michigan! God bless America 🇺🇸,0,0,0
14538,"NO SARCASM FOR YOU!! YOU COME BACK, 30 DAYS!!
Freaking idiots....btw, I do not hate gays and I definitely do NOT hate my precious baby boy!!!",1,1,queer people
14539,She'll resign from the Senate on January 20 just like every other senator who was elected vice president.,0,0,0
14540,Of course they’re lying shitheads; that’s how they get the gold plated coffin for the death thug.,1,0,0
14541,So #BillGates states no business or personal relationship with #JeffreyEpstein so when he flew to his island in 2013 he did so to give him his pencil case back? Or was commissioned to paint a picture for him of #BillClinton?,0,0,0
14542,This artist has lots of great works and a distinct look to their artwork. imo it is good when you can stand out from the rest.,0,0,0
14543,It's a bit more complex. The virus is real. We aren't sure about the validity of test accuracy. But compromised people are suffering and dying. Protect yourself.,0,0,0
14544,Make sure you check out www.1776.shop,0,0,0
14545,"It’s not about that
The idiots that follow groups like ANTIFA and black lives matter don’t care about the facts they have an alternate agenda 
WAKE UP AMERICA NOW BEFORE WE LOSE IT FOREVER 
TAKE BACK OUR CONSTITUTION BEFORE THEY BURN IT LIKE EVERYTHING ELSE",1,1,people of color
14546,"About The Author:

She clerked for Cill Clinton appointed circuit judge. She worked at DOJ, she is a libtard.",0,-1,0
14547,He can’t interfere with the legal process of the election! He hadn’t either.,0,0,0
14548,It is a sad day and cancer got another great 1 😢,0,0,0
14549,Barr turned a blind eye to corruption and crime. Hang him.,1,0,0
14550,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
14551,He's one of the POS RINO's going down in this sting.,1,1,people of color
14552,"Why didn’t Joe Biden fix America’s healthcare, the economy, immigration, during his 36 years as Senator and 8 years as Vice President? Now he has the solutions? Really??",0,0,0
14553,ECHO THE FUCK OUT OF IT 👍👍😜😂😂💖,0,-1,0
14554,Time to rise up and ignore their mandates,0,0,0
14555,"St Louis CBS is reporting a petition signed by 63,000 for him to be removed! WTH?!",0,0,0
14556,One example out of thousands how big government bureaucrats can muck things up.,0,0,0
14557,@UVNMA What things has he done he got rid of all the regulations built the best economy we have ever had in our lifetime unemployment was at its lowest In decades he brought jobs back from overseas he started making China pay like they should what is it that you don’t like about a man doing a better job for this country instead of kissing everyone’s ass OK you don’t like his personality I don’t either but he was doing a better job than any other president has ever done in my lifetime and if you couldn’t see that you are blind,0,0,0
14558,"Welcome @StacyMFender, I'm glad you're part of Parler. If you're truly Trump supporter you can follow me for more content. #maga",0,0,0
14559,Looks like it’s time to refund the police!,0,-1,0
14560,I have never seen anything that has been so corrupt in all of my life. Can anyone tell me how this much evidence cannot be put before the court? But I can say that if something is not then I believe that the people will rise up and take the law into their own hands and change the way that it is done.,0,0,0
14561,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14562,"@Mystique12 You have a lesbian friend? Glad to know that she speaks for all lesbians! I guess I missed the memo.

Let's see:
Ignoring facts✔
Making broad generalizations with no info✔
Homophobic✔
Trying (unsuccessfully) to insult people✔
Trying (unsuccessfully) to act as authority✔
Claiming to have a gay friend so homophobia is okay✔
Refusing to change beliefs even with evidence put in front of you✔

Yep, you pass the trump train dipshit test!",1,1,queer people
14563,Of course they knew and did nothing. They only worry about it when they get caught . Then it’s time to blame someone else! SOUND FAMILIAR?,0,0,0
14564,If he does. I hope he is asymptomatic,0,0,0
14565,That is good but the fraud in AZ was overwhelming. have they certified?,0,0,0
14566,That is the best meme of the year so far IMO. I love it!,0,0,0
14567,"We posted the phone number of the restaurant that allowed Gavin Newsom to violate his own rules‼️ $1000 dinner for the elites, but stay in home folks‼️ GO TO OUR PAGE AND ECHO🚨🚨🚨🚨",0,0,0
14568,"Yes, Trump is inside the wambulance",0,0,0
14569,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
14570,They need to be labeled as terrorists.,1,1,0
14571,"Democrat Mayor of Denver Boards Flight to Houston to Visit Family Minutes After He Reminds People Not to Travel For Thanksgiving 
#wellthereyouhaveit",0,-1,0
14572,That’s fits right in with BLM real mission.,0,0,0
14573,Horrible disgraceful comment & why the Left is so evil,0,-1,0
14574,Need to Impeach AOC for being a blithering stupid dumbass.,1,1,women
14575,"#فوری

🔴 خسرو کریم زاده ، قاضی دیوان عالی کشور بر اثر تیراندازی افراد ناشناس جلوی منزل خود در ورامین کشته شد .
خسرو کریم زاده مسولیت بسیاری از اعدام ها را بردعهده داشت",0,-1,0
14576,"if you believe the commies have corona under control,just watch the video showing the Chinese health workers screaming into the phone saying they have run out of supplies and the bodies are piling up,PLEADING for help. big tech naturally don't want THEIR business to suffer, so,they push the ""no worry"" LIE.",0,0,0
14577,"BWAHAHAHAHAHAHAHAHAHA!!

So what do you even call that? 

#PinkoCommiePussyHat",1,1,people of color
14578,"Nothing to see here. 

#Stopthesteal #Voterfraud #MAGA 

Florida precinct reports more than 100% voter turnout, it’s not an error | Fox News",0,-1,0
14579,"The next hymn I have written:

Jehovah, God of all gods

[196] O Jehovah Elohim, Thou art the God of all other gods.

[197] Thou didst slain ‘em utterly, thy throne O God is for ever and ever.

[198] O Elo, thy very being towers above all things the whole universe, no thing the callst itself a god shall stand in thy presence of righteousness.
{[Alternate version of 198] O Elo, thy very being towers above the whole universe and all things, no thing the callst itself a god shall stand in thy presence of righteousness.}

[199] Thou O Lord hast made a spectacle of these gods, with great scorn thou hast done this in righteousness and just indignation.
[199.5] Thy wrath is upon them greatly and the fire of it is not quenched.
[199.9] (Alléluia! Amen! And Selah!)

 Close praise song",0,0,0
14580,"The #2020Uprising led by Radical #Turkey shall provoke a movement on the Continent of #Europe in 2020-2021 as NEVER seen before. Jean Castex has done a great deed for the Continent by backing Emmanuel Macron & more shall follow suit. #PreventionMovement
EVERY #RightWing & #CentreRight Party & person in #Europe is encouraged to speak up soon! Be vocal in your support as EVERY voice helps. Do NOT remain silent & allow #France to fight this fight alone! Come together & save a life. #IStandWithFrance",0,-1,0
14581,It’s the only way he will ever be able to touch any.,0,0,0
14582,"@Kimmezee Okay, great! I am going to start moving over to those!",0,0,0
14583,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14584,Oh ? I think it’s craziness,0,0,0
